TICKER,COMPANY,SECTOR,YEAR,TOBIN_Q_RATIO,ESG_SCORE,E_ENVIRONMENTAL_SCORE,E_SUSTAINABLE_PRODUCT_ISSUE_SCORE,E_ENVIRON_AIR_QUALITY_ISSUE_SCORE,E_CLIMATE_EXPOS_ISSUE_SCORE,E_ECOLOGICAL_IMPACT_ISSUE_SCORE,E_ENERGY_MANAGEMENT_ISSUE_SCORE,E_GHG_EMISSIONS_MNGT_ISSUE_SCORE,E_WATER_MANAGEMENT_ISSUE_SCORE,E_WASTE_MANAGEMENT_ISSUE_SCORE,S_SOCIAL_SCORE,S_SOCIAL_SPPL_CHN_MGMT_ISSUE_SCORE,S_LABOR_EMPLYMNT_PRACT_ISSUE_SCORE,S_PRODUCT_QUALITY_MNGT_ISSUE_SCORE,S_DATA_SEC_CSTMR_PRIVCY_ISSUE_SCR,S_COMM_RIGHTS_RELATION_ISSUE_SCORE,G_GOVERNANCE_SCORE,G_BOARD_COMPOSITION_SCORE,G_EXECUTIVE_COMPENSATION_SCORE,G_SHAREHOLDER_RIGHTS_THEME_SCR,G_AUDIT_THEME_SCORE,FUND_CRNCY_ADJ_MKT_CAP,FUND_TOT_DEBT_TO_TOT_EQY,FUND_BS_TOT_ASSET,FUND_NET_DEBT_EBITDA_ADJUSTED,FUND_RETURN_ON_ASSET,FUND_RETURN_COM_EQY,MACRO_INFLATION,MACRO_UNEMPLOYMENT,MACRO_GDP_GROWTH,MACRO_PMI
BNLI IJ Equity,BANK PERMATA TBK PT,Financials,2023,0.9739535183895247,3.440000057220459,0.08427222073078156,,0.08427222073078156,,,,,,,5.4463629722595215,,7.977748870849609,,9.814241409301758,,5.006696701049805,5.213401794433594,2.658468008041382,7.136406421661377,5.652441024780273,2683.454512074228,45.371291519407144,16725.8411512474,,1.0087541197253647,6.662107867026933,2.61,5.32,5.048,52.2
BBRI IJ Equity,BANK RAKYAT INDONESIA PERSER,Financials,2023,1.2808713099771711,3.1500000953674316,0.7132365703582764,,0.7132365703582764,,,,,,,4.058637619018555,,5.112700939178467,,10.0,,4.830264568328857,6.909615516662598,2.840399742126465,,4.034976482391357,38486.47580714442,57.09004712332626,127664.17814449065,,3.137844758948284,19.683654554633538,2.61,5.32,5.048,52.2
BRIS IJ Equity,BANK SYARIAH INDONESIA TBK P,Financials,2023,1.1174291820673978,3.8499999046325684,2.4406180381774902,,1.3842852115631104,,,,,,,3.700133800506592,,4.061703205108643,,2.0,,5.797439098358154,4.538411617279053,5.099813461303711,7.136406421661377,8.101229667663574,7602.7958962641915,7.3939519691218605,22974.540280665282,,1.7301067681401807,15.790059485663946,2.61,5.32,5.048,52.2
BRPT IJ Equity,BARITO PACIFIC TBK PT,Materials,2023,1.630182488555899,3.130000114440918,3.273054838180542,0.0,3.273054838180542,0.0,,2.352445602416992,3.5967113971710205,7.155366897583008,5.890903949737549,2.3804800510406494,,,1.0,,0.0,3.7169101238250732,4.65981388092041,0.0,7.136406421661377,5.261209011077881,5465.058798194359,103.89941071453323,10149.666,6.618670199261268,0.26926598315695704,1.5981186797101774,2.61,5.32,5.048,52.2
BREN IJ Equity,BARITO RENEWABLES ENERGY TBK,Utilities,2023,19.392291333253528,1.9900000095367432,0.8114241361618042,0.0,0.8114241361618042,0.0,,,3.4578020572662354,3.0,0.0,3.112793207168579,,,,,,3.264543294906616,3.7870681285858154,1.5530884265899658,5.746394157409668,1.8004138469696045,78195.76709193017,305.57479341511635,3508.431,3.565461712169325,3.1125650213781118,33.799444316833785,2.61,5.32,5.048,52.2
BYAN IJ Equity,BAYAN RESOURCES TBK PT,Energy,2023,12.965971238794218,,,,,,,,,,,,,,,,,,,,,,41661.58186576731,20.056128582144506,3444.319816,-0.07272909732877975,33.5215204532321,65.60493471231081,2.61,5.32,5.048,52.2
BRMS IJ Equity,BUMI RESOURCES MINERALS TBK,Materials,2023,1.3524105289939314,,,,1.0626122951507568,5.0,,0.0,0.19915100932121277,3.0,0.0,,,,,,,,,,,,3548.4956988511776,6.8324541166145005,1104.867719,2.1668165574843443,1.274033266282763,1.1900919718122989,2.61,5.32,5.048,52.2
BUMI IJ Equity,BUMI RESOURCES TBK PT,Energy,2023,1.1207381612815823,4.909999847412109,5.197523593902588,,5.197523593902588,7.284939765930176,,5.771391868591309,6.194420337677002,4.377399921417236,3.22170090675354,5.234496116638184,,5.815392017364502,,,3.0,4.145824432373047,5.701228141784668,1.2411177158355713,5.746394157409668,4.093007564544678,2810.7428040795994,11.04884999907854,4202.694216,2.0778643134121766,0.25138132105127237,0.6998847120867491,2.61,5.32,5.048,52.2
TPIA IJ Equity,CHANDRA ASRI PACIFIC TBK PT,Materials,2023,5.767833231580471,4.489999771118164,3.666414737701416,5.0,3.666414737701416,0.75,,2.7544543743133545,6.093069553375244,6.31618070602417,7.414572238922119,5.568953037261963,,,2.0,,10.0,4.8836750984191895,4.391876220703125,3.110004186630249,7.7601470947265625,4.960748195648193,35646.00960963253,58.14158789538728,5614.452,15.897960243801077,-0.6368545424869856,-1.211123026595578,2.61,5.32,5.048,52.2
CPIN IJ Equity,CHAROEN POKPHAND INDONESI PT,Consumer Staples,2023,2.3518762875023187,2.8299999237060547,2.450918197631836,0.0,2.450918197631836,0.0,,5.52638578414917,1.261312484741211,1.9020439386367798,,3.1764700412750244,0.0,,5.692196846008301,,10.0,2.934173345565796,3.4329493045806885,0.5355722308158875,5.200429916381836,3.3808767795562744,4534.42436820901,35.43270467699626,2661.8243243243246,1.2738635074482585,5.737766592473529,8.696379815302862,2.61,5.32,5.048,52.2
MDIY IJ Equity,DAYA INTIGUNA YASA TBK PT,Consumer Discretionary,2023,,,,,,,,,,,,,,,,,,,,,,,2575.626089610548,206.18359138487858,236.82666320166322,,9.985480500468855,51.269532572678735,2.61,5.32,5.048,52.2
MTEL IJ Equity,DAYAMITRA TELEKOMUNIKASI TBK,Communication Services,2023,1.4246502266846337,2.130000114440918,1.503520131111145,,1.503520131111145,0.0,,,3.343822717666626,,,1.5183500051498413,,,0.0,,,4.410003185272217,5.403525352478027,2.2478604316711426,5.200429916381836,4.979921817779541,3366.4607488121105,54.035255531609174,3703.8804573804578,2.5907109775171824,3.5555323899536946,5.9262340171058305,2.61,5.32,5.048,52.2
DCII IJ Equity,DCI INDONESIA TBK PT,Information Technology,2023,28.309099318805682,3.180000066757202,4.091368675231934,0.0,4.096889019012451,0.0,,3.7741997241973877,,7.041035175323486,,1.0862864255905151,,,,0.0,0.0,4.24361515045166,7.207988739013672,0.9030200242996216,5.746394157409668,2.813988208770752,5995.0147161518735,51.42150932282109,238.85680873180874,0.6905750223210789,14.918143882955267,27.91095537238887,2.61,5.32,5.048,52.2
DSSA IJ Equity,DIAN SWASTATIKA SENTOSA TBK,Energy,2023,1.5941833080274186,,,,,,,,,,,,,,,,,,,,,,17438.790907093153,46.88912031718901,3063.273017,0.2697846243284365,8.915458991681259,24.66249240140992,2.61,5.32,5.048,52.2
BELI IJ Equity,GLOBAL DIGITAL NIAGA TBK PT,Consumer Discretionary,2023,4.939620903811499,,,,,,,,,,,,,,,,,,,,,,3598.472696950922,25.301908957265763,834.2601351351352,,-27.058117762250795,-40.906207429910204,2.61,5.32,5.048,52.2
GEMS IJ Equity,GOLDEN ENERGY MINES TBK PT,Energy,2023,2.191144992699759,,,,,,,,,,,,,,,,,,,,,,3806.186167745086,38.17195086054886,1312.042245,-0.13514046039669717,42.47056616792568,86.01288876548486,2.61,5.32,5.048,52.2
GOTO IJ Equity,GOTO GOJEK TOKOPEDIA TBK PT,Consumer Discretionary,2023,2.0007487560753177,3.109999895095825,2.9954991340637207,,2.9954991340637207,,,3.815173864364624,,1.9737789630889893,,2.1638731956481934,,0.9960251450538635,,1.7423495054244995,,5.085200786590576,4.746776103973389,2.827115535736084,7.7601470947265625,6.058823585510254,5816.847746160421,12.136800111982083,3514.6346153846157,,-93.52215604071692,-111.01611664752305,2.61,5.32,5.048,52.2
HMSP IJ Equity,HM SAMPOERNA TBK PT,Consumer Staples,2023,2.3420072227853277,2.9200000762939453,3.2464489936828613,0.0,3.2464489936828613,,,8.743030548095703,,,,2.5515172481536865,3.0,,,,,3.473644256591797,4.130087852478027,0.9030200242996216,5.200429916381836,4.582863807678223,4366.720625900379,1.4907639485202688,3593.8321205821208,-0.6218206951527764,14.707668590654578,27.90078590771013,2.61,5.32,5.048,52.2
ICBP IJ Equity,INDOFOOD CBP SUKSES MAKMUR T,Consumer Staples,2023,1.6923495642670068,4.210000038146973,4.522093296051025,3.0,4.522093296051025,,,5.942478656768799,,7.636677265167236,3.2645208835601807,4.309057712554932,1.0,,4.889811038970947,,,3.7181785106658936,2.6466000080108643,2.8017611503601074,7.136406421661377,3.099337577819824,7777.215535343669,70.8191994552109,7748.640592515593,1.1552878175623595,5.960262743717071,18.094192886432122,2.61,5.32,5.048,52.2
INDF IJ Equity,INDOFOOD SUKSES MAKMUR TBK P,Consumer Staples,2023,0.9862838839325521,4.400000095367432,4.599181652069092,3.0,4.599181652069092,,,5.944281101226807,,6.610218524932861,4.831449031829834,4.453548431396484,1.0,,5.459697246551514,,,4.085663318634033,1.7815359830856323,2.623649835586548,7.136406421661377,9.300131797790527,4060.0494895311926,64.38459381795377,12122.398453742204,0.771360230406689,4.439535228336925,14.4148020261959,2.61,5.32,5.048,52.2
DNET IJ Equity,INDORITEL MAKMUR INTERNASION,Communication Services,2023,3.599751193335284,,,,,,,,,,,,,,,,,,,,,,7835.746551092662,48.73498075045535,1345.5600311850312,3.95146333092305,3.6389501711523873,5.777550908637749,2.61,5.32,5.048,52.2
ISAT IJ Equity,INDOSAT TBK PT,Communication Services,2023,1.390872229588177,3.5799999237060547,1.2692949771881104,0.0,1.2692949771881104,0.0,,1.7324934005737305,,,10.0,5.369475364685059,,4.579721450805664,,4.400289535522461,,3.5615499019622803,4.367013931274414,1.026300311088562,5.200429916381836,4.3238139152526855,4626.382966426567,159.81303038091664,7453.368568087319,1.9457704465177963,3.9464051068135046,15.252923066071109,2.61,5.32,5.048,52.2
KLBF IJ Equity,KALBE FARMA TBK PT,Health Care,2023,2.9607351928139236,4.53000020980835,4.235202312469482,,4.235202312469482,,,3.8950698375701904,,,4.586758136749268,4.031539440155029,3.0,4.596880912780762,6.058117866516113,,,5.519460201263428,6.635005950927734,2.642784833908081,7.7601470947265625,5.054279804229736,3533.8039192925166,2.6886961765925212,1757.8981407434383,-0.7595763937935,10.19081048634026,13.236738642488946,2.61,5.32,5.048,52.2
MYOR IJ Equity,MAYORA INDAH PT,Consumer Staples,2023,2.7022616401971176,3.190000057220459,2.812974214553833,3.0,2.812974214553833,,,3.369126081466675,,6.392001152038574,0.0,2.6381940841674805,1.0,,3.0,,,4.358736991882324,3.0238547325134277,2.816093683242798,5.746394157409668,8.985942840576172,3562.215009293737,27.924258419973587,1550.831923237526,0.9074203049159477,13.842054034066194,23.08680917103866,2.61,5.32,5.048,52.2
MBMA IJ Equity,MERDEKA BATTERY MATERIALS TB,Materials,2023,1.7346851362013858,3.140000104904175,4.249136924743652,,4.249136924743652,8.75,,1.7602624893188477,2.8970422744750977,6.238293647766113,5.111031532287598,2.1731865406036377,,0.0,,,0.19915100932121277,2.7726125717163086,3.8987696170806885,0.0,5.200429916381836,2.863804817199707,2781.9599070809427,21.320403306052565,3263.076419,2.5970626135520933,0.24377433812462468,0.5568017993081295,2.61,5.32,5.048,52.2
MDKA IJ Equity,MERDEKA COPPER GOLD TBK PT,Materials,2023,1.662926466723044,3.2699999809265137,3.923314332962036,,3.923314332962036,2.5,,3.6777844429016113,3.8440639972686768,5.804305553436279,5.6328253746032715,2.2862117290496826,,0.0,,,1.7639076709747314,3.8641576766967773,2.6017279624938965,3.050326108932495,5.746394157409668,5.705690860748291,2390.231597704798,57.2534957388237,4964.258915,3.364461909868541,-0.46731833643667575,-2.140616430059682,2.61,5.32,5.048,52.2
MSIN IJ Equity,MNC DIGITAL ENTERTAINMENT TB,Communication Services,2023,5.54944016776967,1.9700000286102295,3.0136523246765137,,3.0136523246765137,,,3.0136523246765137,,,,0.7745170593261719,,2.0,,0.0,,3.7820255756378174,5.201384544372559,0.8875985145568848,6.33203649520874,2.863804817199707,2761.325790340618,4.9371154888729425,437.8558991683992,-0.6176407837009436,3.9768126718347716,6.730797301123452,2.61,5.32,5.048,52.2
PANI IJ Equity,PANTAI INDAH KAPUK DUA TBK P,Materials,2023,2.8877477631618946,3.380000114440918,2.180755376815796,0.0,2.180755376815796,0.0,,5.779984474182129,2.7862236499786377,1.624990701675415,,6.573450088500977,,6.573450088500977,,,,4.232882499694824,4.247047424316406,2.9307632446289062,6.33203649520874,3.369386911392212,16000.355276370407,3.382741193599169,2190.2290471673596,-3.297140116376598,0.8750167400608775,3.5793739241409086,2.61,5.32,5.048,52.2
PGAS IJ Equity,PERUSAHAAN GAS NEGARA TBK PT,Utilities,2023,0.860715701797434,3.5899999141693115,2.053968667984009,1.5,2.053968667984009,,,,0.0,,,5.524688243865967,,,,,,4.717033863067627,5.589879512786865,4.1385498046875,,3.7888522148132324,2434.2132207557074,43.65473742815564,6599.238469,0.059107429452684795,4.032031234050527,10.428969180278859,2.61,5.32,5.048,52.2
CUAN IJ Equity,PETRINDO JAYA KREASI TBK PT,Energy,2023,42.790026334187466,,,,,,,,,,,,,,,,,,,,,,9418.565513978758,61.28650161591257,230.42028239332126,0.5994436314177444,9.014066770981472,17.209299487166554,2.61,5.32,5.048,52.2
SILO IJ Equity,SILOAM INTERNATIONAL HOSPITA,Health Care,2023,2.8571730498334467,3.5299999713897705,2.0793957710266113,,2.0793957710266113,0.0,,2.3768482208251953,,,3.3181934356689453,3.388679027557373,,5.968533039093018,0.0,9.814241409301758,,4.906197547912598,5.473347187042236,2.936491012573242,6.33203649520874,4.975745677947998,2429.4190269808328,8.040982469883081,713.4915540540541,-0.061072549432249684,11.732881743910594,16.29040936935609,2.61,5.32,5.048,52.2
SMMA IJ Equity,SINAR MAS MULTIARTHA PT,Financials,2023,1.614669798446923,1.149999976158142,0.0,,0.0,,,,,,,0.7003812193870544,,4.4149909019470215,0.0,1.0,,4.060791015625,4.7377753257751465,2.9399685859680176,5.200429916381836,2.8113160133361816,6024.832322884874,47.81440282487746,7404.236616424117,-1.5151573738369932,1.0237173021116133,5.3764154504436945,2.61,5.32,5.048,52.2
AMRT IJ Equity,SUMBER ALFARIA TRIJAYA TBK P,Consumer Staples,2023,4.1300820001166265,2.930000066757202,1.5537136793136597,3.0,1.5537136793136597,,,0.8602673411369324,7.93646764755249,,0.0,3.243415355682373,3.0,1.8932279348373413,4.549307346343994,2.0,,4.00845193862915,5.659675598144531,0.9030200242996216,5.200429916381836,4.975754261016846,7021.295916798926,11.850049665079082,2224.9339267151768,-0.2576192367886748,10.474007526628208,26.492802711940815,2.61,5.32,5.048,52.2
TLKM IJ Equity,TELKOM INDONESIA PERSERO TBK,Communication Services,2023,1.8902939485162449,3.7300000190734863,2.1708500385284424,0.0,2.1708500385284424,3.3333332538604736,,3.3763742446899414,,,10.0,4.264874458312988,,5.056705474853516,,4.476492404937744,,4.612617492675781,3.595649003982544,4.451465606689453,,7.685678958892822,15661.771517152973,43.51247429133506,18648.778586278586,0.613652442035853,8.736575874102243,18.535709164459135,2.61,5.32,5.048,52.2
TBIG IJ Equity,TOWER BERSAMA INFRASTRUCTURE,Communication Services,2023,1.7579082483457453,3.440000057220459,3.2944183349609375,,3.2944183349609375,0.0,,,6.777411460876465,,,3.3273348808288574,,,0.0,,,3.8341152667999268,3.4677858352661133,2.93988037109375,5.746394157409668,3.369386911392212,2862.8976224606276,242.8176396669953,3051.3556392931396,5.528096834113582,3.4632532456006415,14.15659897287771,2.61,5.32,5.048,52.2
NCKL IJ Equity,TRIMEGAH BANGUN PERSADA TBK,Materials,2023,1.8744124459642828,4.539999961853027,4.45176887512207,,4.45176887512207,5.0,,5.1653523445129395,2.982184410095215,5.584752559661865,5.744753837585449,5.4000630378723145,,7.041035175323486,,,8.941121101379395,3.612267017364502,4.873651027679443,1.552220106124878,5.200429916381836,2.4270808696746826,2831.001770235625,30.236352449459027,2942.3743503118503,0.32064461436800995,14.06617883488654,34.074033759437114,2.61,5.32,5.048,52.2
UNVR IJ Equity,UNILEVER INDONESIA TBK PT,Consumer Staples,2023,8.87851562936005,4.630000114440918,3.5675747394561768,3.0,3.5675747394561768,,,6.637444019317627,,3.288045644760132,,5.455166339874268,3.0,7.284562110900879,4.5821428298950195,,,4.95096492767334,6.697315216064453,1.6778769493103027,7.136406421661377,4.3238139152526855,4156.864241240386,22.204381945311155,1082.64591995842,,27.447902075912893,130.1333307311763,2.61,5.32,5.048,52.2
UNTR IJ Equity,UNITED TRACTORS TBK PT,Energy,2023,1.0189519113532992,3.859999895095825,2.7717902660369873,,2.7717902660369873,,,1.398375153541565,3.2870094776153564,3.0,6.6630096435546875,3.8957080841064453,,4.16998291015625,,,0.0,5.481091499328613,5.455636978149414,2.7313232421875,7.814576148986816,7.250021934509277,5959.973579831522,22.460462364011295,10007.032744282746,-0.08269069785298515,13.997502424972208,25.144180337464515,2.61,5.32,5.048,52.2
INCO IJ Equity,VALE INDONESIA TBK,Materials,2023,1.0744336715371507,4.579999923706055,5.048011779785156,,5.048011779785156,5.0,,6.009590148925781,3.088609457015991,6.505704402923584,3.983548879623413,3.1268937587738037,,0.0,,,1.7639076709747314,5.9623212814331055,6.217564582824707,2.9197540283203125,8.4633207321167,7.3654351234436035,2309.719599381028,0.33616204406487404,2925.999,-2.749874735502662,9.825513980281567,11.153359609392135,2.61,5.32,5.048,52.2
ADMR IJ Equity,ADARO MINERALS INDONESIA TBK,Materials,2022,4.057736738676088,1.3899999856948853,0.4341621398925781,,0.4341621398925781,0.0,1.5,0.0,0.0,0.0,2.2973780632019043,1.5453530550003052,,0.0,,,0.0,3.3027615547180176,2.4927775859832764,1.5530436038970947,6.33203649520874,4.248311519622803,2622.10299157046,85.98054256866934,1286.624764,-0.04456333924066855,29.499310302056198,90.190348446964,5.51,5.86,5.307,50.9
ADRO IJ Equity,ALAMTRI RESOURCES INDONESIA,Energy,2022,1.1547386580209595,5.039999961853027,6.089370250701904,,6.035492420196533,6.57051944732666,8.217341423034668,4.991631984710693,7.204947471618652,5.5445098876953125,3.1328508853912354,5.166102886199951,,8.368636131286621,,,0.34239599108695984,3.3603010177612305,2.628824234008789,1.548067331314087,5.746394157409668,5.1675519943237305,4524.989916921011,24.246407953747752,10782.307,-0.760826076478618,27.14406902886526,49.06971297205694,5.51,5.86,5.307,50.9
AMMN IJ Equity,AMMAN MINERAL INTERNASIONAL,Materials,2022,,5.510000228881836,5.12548303604126,,5.12548303604126,0.0,4.020712852478027,6.298209190368652,1.9261430501937866,6.996121406555176,4.217744827270508,9.288078308105469,,8.715326309204102,,,9.71699047088623,2.1677279472351074,2.570795774459839,0.0,5.746394157409668,1.141319990158081,36296.733490764804,49.87799569944191,6498.959,1.5327412723630818,18.689000509488086,36.77251786563709,5.51,5.86,5.307,50.9
ASII IJ Equity,ASTRA INTERNATIONAL TBK PT,Industrials,2022,1.0934297923720715,3.759999990463257,4.161276340484619,3.0,4.161276340484619,,,5.0585784912109375,,,4.1872992515563965,2.779066562652588,,,3.0,8.548160552978516,,4.806975841522217,4.690639495849609,2.73962140083313,6.33203649520874,6.613776206970215,12058.825570603676,29.017314951583785,26652.28606435803,0.8085223084965976,7.415757973272116,15.894781641702934,5.51,5.86,5.307,50.9
BBCA IJ Equity,BANK CENTRAL ASIA TBK PT,Financials,2022,1.633576484063622,4.059999942779541,0.9320917129516602,,0.9320917129516602,,,,,,,6.418015956878662,,7.21088981628418,,9.814241409301758,,4.369551658630371,3.1585538387298584,3.4529833793640137,5.200429916381836,8.102034568786621,73364.56921809193,4.656031712937494,84783.10917650093,,3.203657014538856,19.227144873541675,5.51,5.86,5.307,50.9
BNGA IJ Equity,BANK CIMB NIAGA TBK PT,Financials,2022,0.9489945596289263,4.0,2.4898204803466797,,2.4898204803466797,,,,,,,4.221136093139648,,6.3596415519714355,,9.814241409301758,,5.348260402679443,6.525534629821777,3.166369915008545,5.200429916381836,7.061332702636719,2658.784814869072,31.304575644858325,19781.66627974463,,1.6328564048220136,11.384977400447912,5.51,5.86,5.307,50.9
BMRI IJ Equity,BANK MANDIRI PERSERO TBK PT,Financials,2022,1.1171807499092616,3.190000057220459,0.0,,0.0,,,,,,,4.728302478790283,,6.8622236251831055,,8.595438957214355,,5.321524620056152,5.490168571472168,3.8980324268341064,,7.60605001449585,33469.65350213636,59.55407442326365,128493.24092345392,,2.2145729791046964,18.95668356162371,5.51,5.86,5.307,50.9
MEGA IJ Equity,BANK MEGA TBK PT,Financials,2022,1.2913549201553147,1.7899999618530273,0.0,,0.0,,,,,,,1.5686532258987427,,6.451205253601074,,1.0,,5.045559406280518,5.390280246734619,3.4979867935180664,6.33203649520874,4.979921817779541,2737.6138225172435,81.1295706824958,9141.062036499645,,2.9513748504218436,20.376405696555373,5.51,5.86,5.307,50.9
BBNI IJ Equity,BANK NEGARA INDONESIA PERSER,Financials,2022,1.0351688135676893,2.6700000762939453,1.0868011713027954,,1.177095890045166,,,,,,,2.2326502799987793,,5.465579986572266,,2.0,,5.672126770019531,6.2372918128967285,3.2565441131591797,,9.189959526062012,10244.638229994505,54.95112892824133,66411.09615012574,,1.8360944052948667,14.110395418277502,5.51,5.86,5.307,50.9
PNBN IJ Equity,BANK PAN INDONESIA TBK PT,Financials,2022,0.951441774584296,2.4600000381469727,2.288665771484375,,2.288665771484375,,,,,,,1.0473099946975708,,1.0620914697647095,,1.0,,5.883946895599365,5.7487897872924805,2.5072484016418457,9.0903959274292,8.06210994720459,2675.9150167856924,30.770851556509854,13699.09595666473,,1.45920685535292,6.5520538961898716,5.51,5.86,5.307,50.9
BNLI IJ Equity,BANK PERMATA TBK PT,Financials,2022,0.9964985775772992,3.390000104904175,0.08427222073078156,,0.08427222073078156,,,,,,,5.3520989418029785,,8.347787857055664,,9.814241409301758,,4.95591926574707,5.2134881019592285,2.4935786724090576,7.136406421661377,5.668990612030029,2683.290717011537,36.73828276141856,16451.439414457986,,0.8226549170015948,5.424722532380136,5.51,5.86,5.307,50.9
